timestamp,time_label,src_name,dst_name,src_poi,dst_poi,travel_time_s,free_flow_time_s,traffic_delay_s,length_m,congestion_ratio
2026-07-28 15:44:20,normal,Landmark 81,Suoi Tien,commercial,commercial,1486,0,113,13132,1.076
2026-07-28 15:44:20,normal,Landmark 81,Binh Thanh,commercial,residential,862,0,0,4269,1.0
2026-07-28 15:44:20,normal,Landmark 81,Tan Son Nhat Airport,commercial,transport,2346,0,121,16128,1.052
2026-07-28 15:44:20,normal,Landmark 81,Thu Duc,commercial,mixed,1408,0,97,10201,1.069
2026-07-28 15:44:20,normal,Landmark 81,Linh Trung,commercial,industrial,1748,0,102,14883,1.058
2026-07-28 15:44:20,normal,Thu Duc,Binh Thanh,mixed,residential,958,0,0,7311,1.0
2026-07-28 15:44:20,normal,Thu Duc,District 1,mixed,mixed,2202,0,0,12546,1.0
2026-07-28 15:44:20,normal,Landmark 81,Pham Van Dong,commercial,arterial,907,0,0,5103,1.0
2026-07-28 15:44:20,normal,Thu Duc,District 3,mixed,residential,2208,0,0,14277,1.0
2026-07-28 15:44:20,normal,Thu Duc,Ben Thanh Market,mixed,commercial,2224,0,0,12787,1.0
2026-07-28 15:44:20,normal,Thu Duc,Pham Van Dong,mixed,arterial,791,0,0,6188,1.0
2026-07-28 15:44:20,normal,Thu Duc,Eastern Bus Station,mixed,transport,655,0,0,5356,1.0
2026-07-28 15:44:20,normal,Thu Duc,Hang Xanh,mixed,arterial,1166,0,0,8190,1.0
2026-07-28 15:44:20,normal,Thu Duc,High Tech Park,mixed,industrial,992,0,0,7571,1.0
2026-07-28 15:44:20,normal,Linh Trung,District 1,industrial,mixed,2660,0,0,18519,1.0
2026-07-28 15:44:20,normal,Linh Trung,Suoi Tien,industrial,commercial,579,0,0,3549,1.0
2026-07-28 15:44:20,normal,Linh Trung,Thu Duc,industrial,mixed,946,0,0,6066,1.0
2026-07-28 15:44:20,normal,Linh Trung,District 3,industrial,residential,2857,0,0,19380,1.0
2026-07-28 15:44:20,normal,Linh Trung,Landmark 81,industrial,commercial,2090,0,0,15880,1.0
2026-07-28 15:44:20,normal,Linh Trung,District 5,industrial,residential,3249,0,0,22651,1.0
2026-07-28 15:44:20,normal,Suoi Tien,Tan Son Nhat Airport,commercial,transport,3178,0,0,24552,1.0
2026-07-28 15:44:20,normal,Linh Trung,Saigon Bridge,industrial,bridge,1781,0,0,13570,1.0
2026-07-28 15:44:20,normal,Suoi Tien,Ben Thanh Market,commercial,commercial,2794,0,103,19828,1.037
2026-07-28 15:44:20,normal,Suoi Tien,District 3,commercial,residential,2937,0,103,20047,1.035
2026-07-28 15:44:20,normal,Suoi Tien,District 5,commercial,residential,3326,0,103,23318,1.031
2026-07-28 15:44:20,normal,Suoi Tien,VNU HCM,commercial,university,637,0,0,3183,1.0
2026-07-28 15:44:20,normal,Suoi Tien,Landmark 81,commercial,commercial,2169,0,103,16548,1.047
2026-07-28 15:44:20,normal,Suoi Tien,Thu Duc,commercial,mixed,1284,0,0,8476,1.0
2026-07-28 15:44:20,normal,Suoi Tien,Hang Xanh,commercial,arterial,2015,0,103,15288,1.051
2026-07-28 15:44:20,normal,Suoi Tien,High Tech Park,commercial,industrial,895,0,0,5362,1.0
2026-07-28 15:44:20,normal,High Tech Park,District 1,industrial,mixed,2591,0,187,20699,1.072
2026-07-28 15:44:20,normal,High Tech Park,Binh Thanh,industrial,residential,2310,0,347,14559,1.15
2026-07-28 15:44:20,normal,High Tech Park,Ben Thanh Market,industrial,commercial,2501,0,187,20593,1.075
2026-07-28 15:44:20,normal,High Tech Park,District 3,industrial,residential,2999,0,347,21527,1.116
2026-07-28 15:44:20,normal,High Tech Park,District 5,industrial,residential,3068,0,187,24746,1.061
2026-07-28 15:44:20,normal,High Tech Park,VNU HCM,industrial,university,1144,0,0,6959,1.0
2026-07-28 15:44:20,normal,High Tech Park,Saigon Bridge,industrial,bridge,1955,0,347,14433,1.177
2026-07-28 15:44:20,normal,High Tech Park,Hang Xanh,industrial,arterial,2112,0,347,15483,1.164
2026-07-28 15:44:20,normal,High Tech Park,Thu Thiem Tunnel,industrial,transport,2519,0,187,21534,1.074
2026-07-28 15:44:20,normal,High Tech Park,Eastern Bus Station,industrial,transport,2167,0,347,13031,1.16
2026-07-28 15:44:20,normal,VNU HCM,Binh Thanh,university,residential,2106,0,0,17803,1.0
2026-07-28 15:44:20,normal,VNU HCM,Suoi Tien,university,commercial,708,0,0,6250,1.0
2026-07-28 15:44:20,normal,VNU HCM,Tan Son Nhat Airport,university,transport,3308,0,0,27234,1.0
2026-07-28 15:44:20,normal,VNU HCM,Hang Xanh,university,arterial,2110,0,103,17608,1.049
2026-07-28 15:44:20,normal,VNU HCM,Landmark 81,university,commercial,2265,0,103,18868,1.045
2026-07-28 15:44:20,normal,VNU HCM,Linh Trung,university,industrial,640,0,0,3785,1.0
2026-07-28 15:44:20,normal,Hang Xanh,Ben Thanh Market,arterial,commercial,1183,0,0,4917,1.0
2026-07-28 15:44:20,normal,VNU HCM,Thu Thiem Tunnel,university,transport,2872,0,103,22426,1.036
2026-07-28 15:44:20,normal,VNU HCM,Pham Van Dong,university,arterial,1946,0,0,16680,1.0
2026-07-28 15:44:20,normal,Hang Xanh,District 5,arterial,residential,1830,0,13,8457,1.007
2026-07-28 15:44:20,normal,Saigon Bridge,Ben Thanh Market,bridge,commercial,1064,0,46,6120,1.043
2026-07-28 15:44:20,normal,Hang Xanh,Saigon Bridge,arterial,bridge,558,0,0,2478,1.0
2026-07-28 15:44:20,normal,Hang Xanh,Suoi Tien,arterial,commercial,1758,0,113,14595,1.064
2026-07-28 15:44:20,normal,Hang Xanh,Linh Trung,arterial,industrial,2028,0,113,16346,1.056
2026-07-28 15:44:20,normal,Hang Xanh,VNU HCM,arterial,university,2243,0,113,17323,1.05
2026-07-28 15:44:20,normal,Saigon Bridge,District 3,bridge,residential,1149,0,0,6391,1.0
2026-07-28 15:44:20,normal,Saigon Bridge,Tan Son Nhat Airport,bridge,transport,2183,0,97,15455,1.044
2026-07-28 15:44:20,normal,Saigon Bridge,Binh Thanh,bridge,residential,721,0,97,4049,1.135
2026-07-28 15:44:20,normal,Saigon Bridge,Thu Duc,bridge,mixed,1263,0,97,9528,1.077
2026-07-28 15:44:20,normal,Saigon Bridge,District 5,bridge,residential,1702,0,0,11001,1.0
2026-07-28 15:44:20,normal,Saigon Bridge,Pham Van Dong,bridge,arterial,766,0,97,4882,1.127
2026-07-28 15:44:20,normal,Eastern Bus Station,Tan Son Nhat Airport,transport,transport,1693,0,0,12400,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,District 1,transport,mixed,1719,0,0,8218,1.0
2026-07-28 15:44:20,normal,Saigon Bridge,Thu Thiem Tunnel,bridge,transport,1132,0,0,7594,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,Ben Thanh Market,transport,commercial,1678,0,0,7950,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,Landmark 81,transport,commercial,995,0,0,5317,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,Hang Xanh,transport,arterial,628,0,0,3353,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,Suoi Tien,transport,commercial,1586,0,0,11367,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,High Tech Park,transport,industrial,1684,0,0,12711,1.0
2026-07-28 15:44:20,normal,Eastern Bus Station,Linh Trung,transport,industrial,1615,0,0,11775,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,District 1,transport,mixed,728,0,0,3862,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,Landmark 81,transport,commercial,745,0,0,5090,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,Ben Thanh Market,transport,commercial,670,0,46,3757,1.069
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,Linh Trung,transport,industrial,2169,0,0,17810,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,Thu Duc,transport,mixed,1870,0,0,13519,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,Saigon Bridge,transport,bridge,791,0,0,5284,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,Hang Xanh,transport,arterial,1066,0,20,6915,1.019
2026-07-28 15:44:20,normal,Pham Van Dong,District 1,arterial,mixed,1795,0,0,8881,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,High Tech Park,transport,industrial,1903,0,0,17508,1.0
2026-07-28 15:44:20,normal,Thu Thiem Tunnel,VNU HCM,transport,university,2388,0,0,18787,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,Thu Duc,arterial,mixed,621,0,0,4783,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,Binh Thanh,arterial,residential,499,0,0,3137,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,Hang Xanh,arterial,arterial,704,0,0,4016,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,Landmark 81,arterial,commercial,1070,0,0,5980,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,VNU HCM,arterial,university,1764,0,0,13235,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,Eastern Bus Station,arterial,transport,196,0,0,1182,1.0
2026-07-28 15:44:20,normal,Pham Van Dong,Thu Thiem Tunnel,arterial,transport,1947,0,0,10996,1.0
2026-07-28 15:50:01,normal,Ben Thanh Market,District 5,commercial,residential,1019,0,0,4596,1.0
2026-07-28 15:50:01,normal,Ben Thanh Market,Landmark 81,commercial,commercial,1154,0,0,6249,1.0
2026-07-28 15:50:01,normal,Ben Thanh Market,Suoi Tien,commercial,commercial,2349,0,0,18587,1.0
2026-07-28 15:50:01,normal,Ben Thanh Market,Binh Thanh,commercial,residential,1747,0,193,7851,1.11
2026-07-28 15:50:01,normal,Ben Thanh Market,Thu Duc,commercial,mixed,2301,0,193,13331,1.084
2026-07-28 15:50:01,normal,Ben Thanh Market,Saigon Bridge,commercial,bridge,1204,0,0,6443,1.0
2026-07-28 15:50:01,normal,District 1,District 3,mixed,residential,980,0,0,3435,1.0
2026-07-28 15:50:01,normal,Ben Thanh Market,Hang Xanh,commercial,arterial,1291,0,168,5434,1.13
2026-07-28 15:50:01,normal,Ben Thanh Market,High Tech Park,commercial,industrial,2443,0,0,19931,1.0
2026-07-28 15:50:01,normal,Ben Thanh Market,VNU HCM,commercial,university,2843,0,0,21315,1.0
2026-07-28 15:50:01,normal,District 1,Binh Thanh,mixed,residential,1499,0,101,7098,1.067
2026-07-28 15:50:01,normal,District 1,Hang Xanh,mixed,arterial,1030,0,28,4680,1.027
2026-07-28 15:50:01,normal,District 1,Landmark 81,mixed,commercial,977,0,89,4709,1.091
2026-07-28 15:50:01,normal,District 1,Eastern Bus Station,mixed,transport,1557,0,101,7666,1.065
2026-07-28 15:50:01,normal,District 1,Thu Duc,mixed,mixed,2049,0,101,12577,1.049
2026-07-28 15:50:01,normal,District 1,Linh Trung,mixed,industrial,2525,0,177,18799,1.07
2026-07-28 15:50:01,normal,District 1,Thu Thiem Tunnel,mixed,transport,586,0,0,2680,1.0
2026-07-28 15:50:01,normal,District 3,Ben Thanh Market,residential,commercial,851,0,33,2922,1.039
2026-07-28 15:50:01,normal,District 3,District 5,residential,residential,941,0,13,4156,1.014
2026-07-28 15:50:01,normal,District 3,District 1,residential,mixed,1009,0,36,3495,1.036
2026-07-28 15:50:01,normal,District 1,Pham Van Dong,mixed,arterial,1543,0,101,7931,1.065
2026-07-28 15:50:01,normal,District 5,District 1,residential,mixed,1157,0,0,5152,1.0
2026-07-28 15:50:01,normal,District 3,Hang Xanh,residential,arterial,1182,0,28,5414,1.024
2026-07-28 15:50:01,normal,District 3,Suoi Tien,residential,commercial,2389,0,0,18946,1.0
2026-07-28 15:50:01,normal,District 3,High Tech Park,residential,industrial,2483,0,0,20290,1.0
2026-07-28 15:50:01,normal,District 3,VNU HCM,residential,university,2883,0,0,21674,1.0
2026-07-28 15:50:01,normal,District 5,District 3,residential,residential,1259,0,54,4569,1.043
2026-07-28 15:50:01,normal,District 5,Tan Son Nhat Airport,residential,transport,2607,0,63,14523,1.024
2026-07-28 15:50:01,normal,District 5,Thu Duc,residential,mixed,3064,0,240,15571,1.078
2026-07-28 15:50:01,normal,District 5,High Tech Park,residential,industrial,2882,0,0,23651,1.0
2026-07-28 15:50:01,normal,District 5,Linh Trung,residential,industrial,3113,0,0,24633,1.0
2026-07-28 15:50:01,normal,Binh Thanh,Landmark 81,residential,commercial,592,0,0,2858,1.0
2026-07-28 15:50:01,normal,District 5,Saigon Bridge,residential,bridge,1749,0,0,10738,1.0
2026-07-28 15:50:01,normal,District 5,Thu Thiem Tunnel,residential,transport,961,0,0,6143,1.0
2026-07-28 15:50:01,normal,District 5,Eastern Bus Station,residential,transport,2488,0,110,10659,1.044
2026-07-28 15:50:01,normal,Binh Thanh,Ben Thanh Market,residential,commercial,1274,0,0,5491,1.0
2026-07-28 15:50:01,normal,Binh Thanh,District 3,residential,residential,1311,0,0,6218,1.0
2026-07-28 15:50:01,normal,Binh Thanh,Hang Xanh,residential,arterial,228,0,0,894,1.0
2026-07-28 15:50:01,normal,Binh Thanh,Saigon Bridge,residential,bridge,645,0,0,3052,1.0
2026-07-28 15:50:01,normal,Binh Thanh,Eastern Bus Station,residential,transport,541,0,0,2921,1.0
2026-07-28 15:50:01,normal,Binh Thanh,Thu Thiem Tunnel,residential,transport,1465,0,0,7875,1.0
2026-07-28 15:50:01,normal,Binh Thanh,High Tech Park,residential,industrial,1938,0,125,16513,1.064
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Thu Duc,transport,mixed,2180,0,0,16710,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Suoi Tien,transport,commercial,3155,0,0,22503,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Ben Thanh Market,transport,commercial,2366,0,0,13383,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,District 5,transport,residential,2238,0,28,11801,1.013
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Binh Thanh,transport,residential,1805,0,0,12875,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Saigon Bridge,transport,bridge,2448,0,0,14402,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Eastern Bus Station,transport,transport,1838,0,0,13125,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Thu Thiem Tunnel,transport,transport,2975,0,0,15836,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,Hang Xanh,transport,arterial,2015,0,0,13754,1.0
2026-07-28 15:50:01,normal,Tan Son Nhat Airport,VNU HCM,transport,university,3354,0,0,25162,1.0
2026-07-28 15:50:01,normal,Landmark 81,District 3,commercial,residential,1307,0,0,7064,1.0
2026-07-28 15:50:01,normal,Landmark 81,Ben Thanh Market,commercial,commercial,1102,0,0,6292,1.0
2026-07-28 15:50:01,normal,Landmark 81,District 1,commercial,mixed,1057,0,0,5650,1.0
2026-07-28 15:50:01,normal,Landmark 81,District 5,commercial,residential,1777,0,0,11172,1.0
2026-07-28 15:50:01,normal,Landmark 81,Thu Duc,commercial,mixed,1423,0,93,10201,1.065
2026-07-28 15:50:01,normal,Landmark 81,Tan Son Nhat Airport,commercial,transport,2341,0,93,16128,1.04
2026-07-28 15:50:01,normal,Landmark 81,High Tech Park,commercial,industrial,1563,0,103,14476,1.066
2026-07-28 15:50:01,normal,Landmark 81,VNU HCM,commercial,university,1966,0,125,15860,1.064
2026-07-28 15:50:01,normal,Landmark 81,Linh Trung,commercial,industrial,1749,0,125,14883,1.071
2026-07-28 15:50:01,normal,Landmark 81,Pham Van Dong,commercial,arterial,922,0,93,5556,1.101
2026-07-28 15:50:01,normal,Landmark 81,Thu Thiem Tunnel,commercial,transport,1204,0,0,7765,1.0
2026-07-28 15:50:01,normal,Thu Duc,Ben Thanh Market,mixed,commercial,2236,0,0,12787,1.0
2026-07-28 15:50:01,normal,Thu Duc,District 3,mixed,residential,2217,0,0,14277,1.0
2026-07-28 15:50:01,normal,Thu Duc,District 5,mixed,residential,2787,0,0,20942,1.0
2026-07-28 15:50:01,normal,Thu Duc,Landmark 81,mixed,commercial,1541,0,0,10154,1.0
2026-07-28 15:50:01,normal,Thu Duc,Linh Trung,mixed,industrial,1109,0,0,6795,1.0
2026-07-28 15:50:01,normal,Thu Duc,Suoi Tien,mixed,commercial,878,0,0,6227,1.0
2026-07-28 15:50:01,normal,Thu Duc,High Tech Park,mixed,industrial,984,0,0,7571,1.0
2026-07-28 15:50:01,normal,Thu Duc,Thu Thiem Tunnel,mixed,transport,2193,0,0,17730,1.0
2026-07-28 15:50:01,normal,Thu Duc,Pham Van Dong,mixed,arterial,793,0,0,6188,1.0
2026-07-28 15:50:01,normal,Thu Duc,VNU HCM,mixed,university,1356,0,0,8955,1.0
2026-07-28 15:50:01,normal,Linh Trung,Tan Son Nhat Airport,industrial,transport,2850,0,0,22142,1.0
2026-07-28 15:50:01,normal,Linh Trung,District 3,industrial,residential,2698,0,0,20664,1.0
2026-07-28 15:50:01,normal,Linh Trung,Binh Thanh,industrial,residential,1650,0,0,12711,1.0
2026-07-28 15:50:01,normal,Linh Trung,Landmark 81,industrial,commercial,2034,0,0,15880,1.0
2026-07-28 15:50:01,normal,Linh Trung,Suoi Tien,industrial,commercial,589,0,0,3549,1.0
2026-07-28 15:50:01,normal,Linh Trung,District 5,industrial,residential,3171,0,0,22651,1.0
2026-07-28 15:50:01,normal,Linh Trung,Thu Duc,industrial,mixed,957,0,0,6066,1.0
2026-07-28 15:50:01,normal,Linh Trung,High Tech Park,industrial,industrial,914,0,0,5528,1.0
2026-07-28 15:50:01,normal,Linh Trung,VNU HCM,industrial,university,631,0,0,3580,1.0
2026-07-28 15:50:01,normal,Linh Trung,Hang Xanh,industrial,arterial,1853,0,0,13590,1.0
2026-07-28 15:50:01,normal,Suoi Tien,Tan Son Nhat Airport,commercial,transport,3174,0,0,24552,1.0
2026-07-28 15:50:01,normal,Linh Trung,Eastern Bus Station,industrial,transport,1336,0,0,10756,1.0
2026-07-28 15:50:01,normal,Linh Trung,Pham Van Dong,industrial,arterial,1472,0,0,11589,1.0
2026-07-28 15:50:01,normal,Suoi Tien,Ben Thanh Market,commercial,commercial,2658,0,86,19166,1.032
2026-07-28 15:50:01,normal,Suoi Tien,Binh Thanh,commercial,residential,1971,0,0,15121,1.0
2026-07-28 15:50:01,normal,Suoi Tien,Thu Duc,commercial,mixed,1271,0,0,8476,1.0
2026-07-28 15:50:01,normal,Suoi Tien,VNU HCM,commercial,university,638,0,0,3183,1.0
2026-07-28 15:50:01,normal,Suoi Tien,Linh Trung,commercial,industrial,662,0,0,3441,1.0
2026-07-28 15:50:01,normal,Suoi Tien,Saigon Bridge,commercial,bridge,1785,0,86,14238,1.048
2026-07-28 15:50:01,normal,Suoi Tien,Hang Xanh,commercial,arterial,1880,0,86,15288,1.046
2026-07-28 15:50:01,normal,High Tech Park,Thu Duc,industrial,mixed,1563,0,216,9145,1.138
2026-07-28 15:50:01,normal,High Tech Park,Tan Son Nhat Airport,industrial,transport,3673,0,0,28648,1.0
2026-07-28 15:50:01,normal,High Tech Park,Landmark 81,industrial,commercial,2368,0,216,18391,1.091
2026-07-28 15:50:01,normal,High Tech Park,Binh Thanh,industrial,residential,2470,0,216,16214,1.087
2026-07-28 15:50:01,normal,High Tech Park,District 3,industrial,residential,3063,0,216,23174,1.071
2026-07-28 15:50:01,normal,High Tech Park,District 5,industrial,residential,3045,0,0,25295,1.0
2026-07-28 15:50:01,normal,High Tech Park,VNU HCM,industrial,university,1148,0,0,6959,1.0
2026-07-28 15:50:01,normal,High Tech Park,Saigon Bridge,industrial,bridge,2009,0,216,16081,1.108
2026-07-28 15:50:01,normal,High Tech Park,Eastern Bus Station,industrial,transport,2157,0,0,17262,1.0
2026-07-28 15:50:01,normal,High Tech Park,Hang Xanh,industrial,arterial,2216,0,216,17131,1.097
2026-07-28 15:50:01,normal,VNU HCM,District 5,university,residential,3316,0,65,25639,1.02
2026-07-28 15:50:01,normal,VNU HCM,Linh Trung,university,industrial,640,0,0,3785,1.0
2026-07-28 15:50:01,normal,VNU HCM,Saigon Bridge,university,bridge,1808,0,65,16558,1.036
2026-07-28 15:50:01,normal,VNU HCM,Suoi Tien,university,commercial,727,0,0,6250,1.0
2026-07-28 15:50:01,normal,VNU HCM,Eastern Bus Station,university,transport,1826,0,0,15847,1.0
2026-07-28 15:50:01,normal,VNU HCM,Landmark 81,university,commercial,2123,0,65,18868,1.031
2026-07-28 15:50:01,normal,Hang Xanh,District 1,arterial,mixed,1161,0,0,4679,1.0
2026-07-28 15:50:01,normal,VNU HCM,Thu Thiem Tunnel,university,transport,2789,0,86,22426,1.031
2026-07-28 15:50:01,normal,Hang Xanh,District 3,arterial,residential,1227,0,0,5644,1.0
2026-07-28 15:50:01,normal,Hang Xanh,Ben Thanh Market,arterial,commercial,1190,0,0,4917,1.0
2026-07-28 15:50:01,normal,VNU HCM,Pham Van Dong,university,arterial,1963,0,0,16680,1.0
2026-07-28 15:50:01,normal,Hang Xanh,Saigon Bridge,arterial,bridge,560,0,1,2478,1.002
2026-07-28 15:50:01,normal,Hang Xanh,Thu Thiem Tunnel,arterial,transport,1380,0,0,7301,1.0
2026-07-28 15:50:01,normal,Hang Xanh,Eastern Bus Station,arterial,transport,591,0,73,3127,1.124
2026-07-28 15:50:01,normal,Saigon Bridge,Ben Thanh Market,bridge,commercial,1037,0,0,6120,1.0
2026-07-28 15:50:01,normal,Hang Xanh,Suoi Tien,arterial,commercial,1747,0,125,14595,1.072
2026-07-28 15:50:01,normal,Saigon Bridge,Thu Duc,bridge,mixed,1310,0,146,9528,1.111
2026-07-28 15:50:01,normal,Saigon Bridge,District 3,bridge,residential,1161,0,0,6391,1.0
2026-07-28 15:50:01,normal,Saigon Bridge,Binh Thanh,bridge,residential,765,0,146,4049,1.191
2026-07-28 15:50:01,normal,Saigon Bridge,High Tech Park,bridge,industrial,1757,0,125,16546,1.071
2026-07-28 15:50:01,normal,Saigon Bridge,Tan Son Nhat Airport,bridge,transport,2275,0,193,15455,1.085
2026-07-28 15:50:01,normal,Saigon Bridge,Landmark 81,bridge,commercial,423,0,0,2891,1.0
